"","StartIndst","FinalIndst","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"1767","4711","4772",0.0738019671888446,"Food, beverages, tobacco mainly","Footwear, leather goods","Non specialised retail stores","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",13
"1768","5610","4772",0.361077025249926,"Restaurants, mobile food service","Footwear, leather goods","Food, beverage service","Specialised retail - other","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",16
"1769","4771","4772",0.749271596188676,"Clothing","Footwear, leather goods","Specialised retail - other","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",29
"1770","4719","4772",0.597786623085703,"Other non specialised","Footwear, leather goods","Non specialised retail stores","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1771","4772","4772",1,"Footwear, leather goods","Footwear, leather goods","Specialised retail - other","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",101
"1772","4642","4772",0.974939075029612,"Clothing, footwear","Footwear, leather goods","Household goods wholesale","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1773","1520","4772",0.996576285183401,"Footwear","Footwear, leather goods","Leather goods","Specialised retail - other","Manufacture textiles, leather","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1774","1051","1051",1,"Dairies, cheese making","Dairies, cheese making","Food products - other","Food products - other","Manufacture food, drink, tobacco","Manufacture food, drink, tobacco",100
"1775","4711","4645",0.0156581617872937,"Food, beverages, tobacco mainly","Perfume, cosmetics","Non specialised retail stores","Household goods wholesale","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1776","4771","4645",0.613537424519028,"Clothing","Perfume, cosmetics","Specialised retail - other","Household goods wholesale","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",15
"1777","4719","4645",0.855793536478245,"Other non specialised","Perfume, cosmetics","Non specialised retail stores","Household goods wholesale","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",28
"1778","4941","4645",0.827960715438959,"Road freight transport","Perfume, cosmetics","Land, pipeline transport","Household goods wholesale","Transportation and Storage","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1779","4775","4645",0.948873741114117,"Cosmetic, toilet articles","Perfume, cosmetics","Specialised retail - other","Household goods wholesale","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1780","4645","4645",1,"Perfume, cosmetics","Perfume, cosmetics","Household goods wholesale","Household goods wholesale","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",99
"1781","4399","7732",0.962275955360162,"Other","Construction machinery, equipment","Specialised activities","Rental, leasing activities","Construction (including development of real estate)","Business services",10
"1782","7732","7732",1,"Construction machinery, equipment","Construction machinery, equipment","Rental, leasing activities","Rental, leasing activities","Business services","Business services",95
"1783","7739","7732",0.982709869213487,"Other machinery, equipment nec","Construction machinery, equipment","Rental, leasing activities","Rental, leasing activities","Business services","Business services",10
"1784","5110","7911",0.796376875531139,"Passenger air transport","Travel agency activities","Air transport","Travel agency, tour operators","Transportation and Storage","Business services",10
"1785","7912","7911",0.995182358734449,"Tour operator activities","Travel agency activities","Travel agency, tour operators","Travel agency, tour operators","Business services","Business services",111
"1786","7911","7911",1,"Travel agency activities","Travel agency activities","Travel agency, tour operators","Travel agency, tour operators","Business services","Business services",95
"1787","8520","7490",-0.0126085057545155,"Primary","Other","Education","Other professional, scientific/tech","Government administrative functions, Education, Health","Business services",18
"1788","4711","7490",0.0334003572630728,"Food, beverages, tobacco mainly","Other","Non specialised retail stores","Other professional, scientific/tech","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",10
"1789","7112","7490",0.840945973599925,"Engineering/tech consultancy","Other","Architectural, eng/tech testing","Other professional, scientific/tech","Business services","Business services",15
"1790","7022","7490",0.754986366791531,"Business, other management","Other","Head offices; mgment consultancy","Other professional, scientific/tech","Business services","Business services",10
"1791","8299","7490",0.809262631427966,"Other","Other","Office admin, business support","Other professional, scientific/tech","Business services","Business services",10
"1792","9700","7490",0.855851620146039,"Households as employers","Other","Domestic personnel employment","Other professional, scientific/tech","Other Service activities","Business services",10
"1793","7490","7490",1,"Other","Other","Other professional, scientific/tech","Other professional, scientific/tech","Business services","Business services",93
"1794","4711","4762",0.384901470976909,"Food, beverages, tobacco mainly","Newspapers, stationery","Non specialised retail stores","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",17
"1795","5610","4762",0.328240081034216,"Restaurants, mobile food service","Newspapers, stationery","Food, beverage service","Specialised retail - other","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1796","4771","4762",0.666770282872241,"Clothing","Newspapers, stationery","Specialised retail - other","Specialised retail - other","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",14
